config_key,n_seeds,mean_crossings_rate,std_crossings_rate
"ThroughputReward|normalise=False,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999951050246053,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=200",1,0.63025,0.0
"ThroughputQueueReward|normalise=True,queue_weight=0.25,scale=1.0,switch_weight=0.0,throughput_weight=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999951050246053,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=200",1,0.5348611111111111,0.0
