run_name,reward_class,policy_class,test_throughput_rate_mean,test_throughput_rate_std,test_throughput_total_mean,test_throughput_total_std,test_neg_lane_waiting_integral_mean,test_neg_lane_waiting_integral_std,test_total_reward_mean,test_total_reward_std
2026-04-06_03-15-02_DoubleDQNPolicy_ThroughputCompositeReward,ThroughputCompositeReward,DoubleDQNPolicy,0.0,0.0,0.0,0.0,-2753475604.0,0.0,-96438997.38223055,0.0
