trial_id,status,seed,reward_class_name,policy_class_name,config_key,test_crossings_rate_mean,test_crossings_rate_std,reward.alpha,reward.normalise,reward.queue_weight,reward.scale,reward.throughput_weight,policy.batch_size,policy.epsilon_decay,policy.epsilon_end,policy.epsilon_start,policy.gamma,policy.hidden,policy.lr,policy.n_actions,policy.target_update
trial_0001,ok,42,ThroughputReward,DoubleDQNPolicy,"ThroughputReward|normalise=False,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.2611851851851852,0.043673194388472183,,False,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0002,ok,42,ThroughputReward,DoubleDQNPolicy,"ThroughputReward|normalise=False,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.26212962962962966,0.04233222552907147,,False,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0003,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.25,scale=1.0,throughput_weight=0.5||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.260787037037037,0.04206750608946416,,True,0.25,1.0,0.5,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0004,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.25,scale=1.0,throughput_weight=0.5||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.2619907407407408,0.041210413519421285,,True,0.25,1.0,0.5,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0005,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.5,scale=1.0,throughput_weight=0.5||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.26087037037037036,0.042018538922346214,,True,0.5,1.0,0.5,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0006,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.5,scale=1.0,throughput_weight=0.5||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.2600092592592592,0.041668409428573944,,True,0.5,1.0,0.5,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0007,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=1.0,scale=1.0,throughput_weight=0.5||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.2600462962962963,0.0429703956693216,,True,1.0,1.0,0.5,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0008,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=1.0,scale=1.0,throughput_weight=0.5||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.2600092592592592,0.04078906435454321,,True,1.0,1.0,0.5,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0009,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.25,scale=1.0,throughput_weight=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.260787037037037,0.041428154793596524,,True,0.25,1.0,1.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0010,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.25,scale=1.0,throughput_weight=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.26262037037037034,0.04096754629103831,,True,0.25,1.0,1.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
