trial_id,status,seed,reward_class_name,policy_class_name,config_key,test_crossings_rate_mean,test_crossings_rate_std,reward.alpha,reward.normalise,reward.queue_weight,reward.scale,reward.throughput_weight,policy.batch_size,policy.epsilon_decay,policy.epsilon_end,policy.epsilon_start,policy.gamma,policy.hidden,policy.lr,policy.n_actions,policy.target_update
trial_0011,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.5,scale=1.0,throughput_weight=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.26087962962962963,0.040918698037796464,,True,0.5,1.0,1.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0012,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.5,scale=1.0,throughput_weight=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.26001851851851854,0.04200613360726027,,True,0.5,1.0,1.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0013,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=1.0,scale=1.0,throughput_weight=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.2610092592592593,0.04365054244756963,,True,1.0,1.0,1.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0014,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=1.0,scale=1.0,throughput_weight=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.2616018518518518,0.041178879330072325,,True,1.0,1.0,1.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0015,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.25,scale=1.0,throughput_weight=2.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.2611296296296296,0.04190387826582906,,True,0.25,1.0,2.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0016,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.25,scale=1.0,throughput_weight=2.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.26120370370370366,0.04087575481824882,,True,0.25,1.0,2.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0017,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.5,scale=1.0,throughput_weight=2.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.26025,0.041350576766262956,,True,0.5,1.0,2.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0018,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=0.5,scale=1.0,throughput_weight=2.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.2611203703703704,0.04136312687341502,,True,0.5,1.0,2.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0019,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=1.0,scale=1.0,throughput_weight=2.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.2615277777777778,0.04221275884850687,,True,1.0,1.0,2.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0020,ok,42,ThroughputQueueReward,DoubleDQNPolicy,"ThroughputQueueReward|normalise=True,queue_weight=1.0,scale=1.0,throughput_weight=2.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.2606851851851852,0.04173510223508968,,True,1.0,1.0,2.0,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0021,ok,42,CompositeReward,DoubleDQNPolicy,"CompositeReward|alpha=0.5,normalise=True,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.2619444444444444,0.042884247014204506,0.5,True,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0022,ok,42,CompositeReward,DoubleDQNPolicy,"CompositeReward|alpha=0.5,normalise=True,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.2608148148148148,0.042229101129047875,0.5,True,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0023,ok,42,CompositeReward,DoubleDQNPolicy,"CompositeReward|alpha=0.65,normalise=True,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.2611481481481482,0.042652478029185814,0.65,True,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0024,ok,42,CompositeReward,DoubleDQNPolicy,"CompositeReward|alpha=0.65,normalise=True,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.2613333333333333,0.04245634811425617,0.65,True,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0025,ok,42,CompositeReward,DoubleDQNPolicy,"CompositeReward|alpha=0.8,normalise=True,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.2602962962962963,0.04279483586462722,0.8,True,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0026,ok,42,CompositeReward,DoubleDQNPolicy,"CompositeReward|alpha=0.8,normalise=True,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.25964814814814813,0.042088834542444734,0.8,True,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0027,ok,42,DeltaWaitTimeReward,DoubleDQNPolicy,"DeltaWaitTimeReward|normalise=True,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.26382407407407404,0.04127682442446246,,True,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0028,ok,42,DeltaWaitTimeReward,DoubleDQNPolicy,"DeltaWaitTimeReward|normalise=True,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.26053703703703707,0.04219744846628137,,True,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
trial_0029,ok,42,WaitTimeReward,DoubleDQNPolicy,"WaitTimeReward|normalise=True,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.0005,n_actions=2,target_update=200||EPOCHS=60",0.2614444444444445,0.04376924816635547,,True,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.0005,2,200
trial_0030,ok,42,WaitTimeReward,DoubleDQNPolicy,"WaitTimeReward|normalise=True,scale=1.0||DoubleDQNPolicy|batch_size=256,epsilon_decay=0.9999836835085317,epsilon_end=0.05,epsilon_start=1.0,gamma=0.97,hidden=256,lr=0.001,n_actions=2,target_update=200||EPOCHS=60",0.2603148148148148,0.04244939091143375,,True,,1.0,,256,0.9999836835085317,0.05,1.0,0.97,256,0.001,2,200
